customer_id,loan_id,risk_score_ml,risk_tier,segment_label
C04521,LN816736,31.9,Green,Prime Borrowers
C04525,LN395412,35.8,Amber,Prime Borrowers
C04527,LN200572,25.1,Green,Prime Borrowers
C04528,LN648584,33.8,Green,Prime Borrowers
C04529,LN323994,19.6,Green,Prime Borrowers
C04532,LN117215,36.4,Amber,Prime Borrowers
C04533,LN523432,35.9,Amber,Prime Borrowers
C04534,LN199930,17.0,Green,Prime Borrowers
C04537,LN561276,21.5,Green,Near-Prime Borrowers
C04538,LN694678,31.8,Green,Near-Prime Borrowers
C04546,LN378108,23.3,Green,High-Risk Borrowers
C04547,LN794424,32.7,Green,Near-Prime Borrowers
C04548,LN252049,26.9,Green,Near-Prime Borrowers
C04549,LN864283,43.0,Amber,Subprime Borrowers
C04550,LN192842,73.0,Red,High-Risk Borrowers
C04551,LN387015,47.4,Amber,High-Risk Borrowers
C04554,LN771785,62.0,Amber,High-Risk Borrowers
C04555,LN345968,27.2,Green,Near-Prime Borrowers
C04558,LN397372,12.4,Green,Prime Borrowers
C04559,LN795250,52.1,Amber,Prime Borrowers
C04563,LN952749,9.6,Green,Prime Borrowers
C04564,LN311966,30.9,Green,Near-Prime Borrowers
C04569,LN777090,13.5,Green,Prime Borrowers
C04570,LN952959,39.7,Amber,Prime Borrowers
C04572,LN949409,41.5,Amber,Prime Borrowers
C04573,LN725628,67.8,Red,High-Risk Borrowers
C04574,LN488608,18.2,Green,Prime Borrowers
C04575,LN846312,17.0,Green,Prime Borrowers
C04576,LN815387,55.2,Amber,High-Risk Borrowers
C04580,LN785658,62.8,Amber,Prime Borrowers
C04582,LN580734,61.1,Amber,Prime Borrowers
C04583,LN840286,50.9,Amber,Prime Borrowers
C04588,LN329388,51.3,Amber,Prime Borrowers
C04593,LN751632,44.1,Amber,Prime Borrowers
C04598,LN777663,28.1,Green,High-Risk Borrowers
C04599,LN778337,43.7,Amber,Prime Borrowers
C04601,LN986391,38.3,Amber,High-Risk Borrowers
C04602,LN579380,67.9,Red,High-Risk Borrowers
C04603,LN471116,21.6,Green,Prime Borrowers
C04605,LN991825,20.3,Green,Near-Prime Borrowers
C04609,LN269511,30.9,Green,Near-Prime Borrowers
C04612,LN877768,10.7,Green,Prime Borrowers
C04616,LN880945,58.0,Amber,High-Risk Borrowers
C04624,LN721144,17.3,Green,Prime Borrowers
C04625,LN166998,31.5,Green,Near-Prime Borrowers
C04626,LN664856,14.8,Green,Prime Borrowers
C04627,LN221813,20.0,Green,Prime Borrowers
C04628,LN584082,19.3,Green,Near-Prime Borrowers
C04630,LN292251,13.3,Green,Near-Prime Borrowers
C04631,LN257305,30.8,Green,Prime Borrowers
C04634,LN366683,38.9,Amber,Near-Prime Borrowers
C04635,LN777437,42.2,Amber,Prime Borrowers
C04636,LN387334,31.0,Green,Prime Borrowers
C04641,LN820763,18.8,Green,Near-Prime Borrowers
C04642,LN693844,41.0,Amber,High-Risk Borrowers
C04643,LN452723,36.6,Amber,Prime Borrowers
C04645,LN949232,38.4,Amber,Prime Borrowers
C04646,LN921804,34.0,Green,Near-Prime Borrowers
C04647,LN481520,12.5,Green,Near-Prime Borrowers
C04648,LN865726,34.7,Green,High-Risk Borrowers
C04650,LN235380,19.1,Green,Near-Prime Borrowers
C04651,LN718166,21.2,Green,Prime Borrowers
C04654,LN825923,25.6,Green,Prime Borrowers
C04655,LN124191,70.7,Red,High-Risk Borrowers
C04656,LN418553,77.8,Red,High-Risk Borrowers
C04657,LN439190,35.6,Amber,Prime Borrowers
C04658,LN456042,30.9,Green,Prime Borrowers
C04659,LN554412,68.4,Red,High-Risk Borrowers
C04663,LN666010,40.8,Amber,Near-Prime Borrowers
C04664,LN557524,46.6,Amber,Prime Borrowers
C04665,LN194411,69.8,Red,Prime Borrowers
C04667,LN193100,17.4,Green,Prime Borrowers
C04669,LN594199,11.9,Green,Prime Borrowers
C04670,LN221206,46.0,Amber,Prime Borrowers
C04673,LN848641,28.8,Green,Prime Borrowers
C04676,LN971251,43.8,Amber,Prime Borrowers
C04679,LN909698,25.5,Green,Near-Prime Borrowers
C04686,LN482165,39.1,Amber,Prime Borrowers
C04688,LN565059,23.2,Green,Prime Borrowers
C04689,LN180000,46.8,Amber,Prime Borrowers
C04690,LN285716,36.4,Amber,Prime Borrowers
C04692,LN116461,63.5,Amber,High-Risk Borrowers
C04699,LN407901,49.7,Amber,High-Risk Borrowers
C04700,LN840407,65.2,Red,Prime Borrowers
C04702,LN390664,58.3,Amber,Prime Borrowers
C04703,LN840761,20.4,Green,Near-Prime Borrowers
C04704,LN325114,17.6,Green,Prime Borrowers
C04706,LN577814,45.8,Amber,Prime Borrowers
C04708,LN698680,13.6,Green,Prime Borrowers
C04710,LN644197,55.7,Amber,Prime Borrowers
C04713,LN677757,19.0,Green,Prime Borrowers
C04715,LN212070,44.0,Amber,High-Risk Borrowers
C04716,LN286769,40.9,Amber,High-Risk Borrowers
C04718,LN369588,46.2,Amber,High-Risk Borrowers
C04719,LN858470,10.2,Green,Prime Borrowers
C04720,LN306387,30.6,Green,Prime Borrowers
C04722,LN784960,29.4,Green,Prime Borrowers
C04724,LN488179,27.8,Green,Prime Borrowers
C04725,LN564785,9.4,Green,Near-Prime Borrowers
C04726,LN902729,10.7,Green,Near-Prime Borrowers
C04728,LN578142,6.8,Green,Near-Prime Borrowers
C04731,LN503227,78.3,Red,High-Risk Borrowers
C04736,LN767683,51.0,Amber,High-Risk Borrowers
C04738,LN430828,58.5,Amber,Near-Prime Borrowers
C04741,LN285549,65.0,Red,Near-Prime Borrowers
C04742,LN117694,14.9,Green,Near-Prime Borrowers
C04743,LN491286,41.5,Amber,Near-Prime Borrowers
C04745,LN816077,33.3,Green,Prime Borrowers
C04746,LN268741,33.2,Green,Near-Prime Borrowers
C04747,LN988842,24.0,Green,Prime Borrowers
C04748,LN999682,69.0,Red,High-Risk Borrowers
C04749,LN750296,14.4,Green,Near-Prime Borrowers
C04750,LN223395,40.3,Amber,High-Risk Borrowers
C04751,LN682244,73.8,Red,High-Risk Borrowers
C04752,LN998395,68.3,Red,High-Risk Borrowers
C04754,LN165750,45.1,Amber,High-Risk Borrowers
C04757,LN748521,51.1,Amber,Prime Borrowers
C04760,LN612742,54.1,Amber,Prime Borrowers
C04761,LN464920,25.2,Green,Prime Borrowers
C04762,LN909509,49.0,Amber,High-Risk Borrowers
C04763,LN668199,43.1,Amber,Prime Borrowers
C04764,LN783894,24.7,Green,Prime Borrowers
C04765,LN854931,43.6,Amber,Near-Prime Borrowers
C04767,LN238058,44.9,Amber,Near-Prime Borrowers
C04768,LN838171,42.4,Amber,Near-Prime Borrowers
C04771,LN298080,59.2,Amber,High-Risk Borrowers
C04772,LN510174,22.3,Green,Prime Borrowers
C04774,LN548683,21.7,Green,Near-Prime Borrowers
C04775,LN942223,36.7,Amber,Near-Prime Borrowers
C04780,LN637239,69.3,Red,Prime Borrowers
C04781,LN942751,64.9,Amber,Prime Borrowers
C04786,LN422736,65.0,Red,High-Risk Borrowers
C04788,LN677546,62.1,Amber,Prime Borrowers
C04789,LN977958,67.3,Red,High-Risk Borrowers
C04793,LN881272,18.5,Green,Near-Prime Borrowers
C04794,LN496058,60.0,Amber,High-Risk Borrowers
C04795,LN160653,19.5,Green,Near-Prime Borrowers
C04797,LN804853,36.5,Amber,High-Risk Borrowers
C04798,LN239320,52.2,Amber,Prime Borrowers
C04799,LN837560,78.4,Red,High-Risk Borrowers
C04805,LN576296,43.4,Amber,High-Risk Borrowers
C04806,LN577589,61.5,Amber,Near-Prime Borrowers
C04807,LN892680,26.9,Green,Prime Borrowers
C04808,LN784212,37.0,Amber,Prime Borrowers
C04813,LN280125,12.1,Green,Near-Prime Borrowers
C04818,LN385173,14.3,Green,Prime Borrowers
C04819,LN937441,10.9,Green,Prime Borrowers
C04821,LN278040,50.1,Amber,Prime Borrowers
C04822,LN445803,35.5,Amber,Prime Borrowers
C04823,LN675402,64.3,Amber,High-Risk Borrowers
C04828,LN575817,31.1,Green,Prime Borrowers
C04829,LN129914,59.7,Amber,Prime Borrowers
C04833,LN729247,33.0,Green,Prime Borrowers
C04835,LN943075,10.3,Green,Near-Prime Borrowers
C04836,LN790514,46.2,Amber,Prime Borrowers
C04839,LN570487,18.3,Green,Near-Prime Borrowers
C04842,LN806404,51.6,Amber,Near-Prime Borrowers
C04843,LN756663,67.4,Red,High-Risk Borrowers
C04847,LN206342,65.2,Red,Prime Borrowers
C04848,LN422800,13.9,Green,Prime Borrowers
C04849,LN246282,11.0,Green,Near-Prime Borrowers
C04854,LN459532,77.0,Red,High-Risk Borrowers
C04856,LN106092,65.0,Red,Near-Prime Borrowers
C04858,LN170619,32.2,Green,Prime Borrowers
C04859,LN714196,50.4,Amber,Prime Borrowers
C04860,LN176322,61.6,Amber,Prime Borrowers
C04862,LN828240,77.1,Red,High-Risk Borrowers
C04866,LN719750,55.5,Amber,High-Risk Borrowers
C04871,LN264211,11.9,Green,Prime Borrowers
C04876,LN537717,26.2,Green,Near-Prime Borrowers
C04877,LN602114,57.1,Amber,High-Risk Borrowers
C04880,LN910286,10.0,Green,Prime Borrowers
C04884,LN894131,17.7,Green,Prime Borrowers
C04886,LN976021,53.3,Amber,High-Risk Borrowers
C04889,LN153499,13.3,Green,Prime Borrowers
C04891,LN799002,34.0,Green,Prime Borrowers
C04894,LN739392,49.5,Amber,Prime Borrowers
C04897,LN818895,10.8,Green,Near-Prime Borrowers
C04898,LN454565,17.4,Green,Prime Borrowers
C04899,LN728490,24.1,Green,Prime Borrowers
C04901,LN573832,57.0,Amber,Prime Borrowers
C04906,LN677916,64.8,Amber,Prime Borrowers
C04908,LN880165,41.8,Amber,Near-Prime Borrowers
C04909,LN710714,50.6,Amber,Near-Prime Borrowers
C04911,LN855829,29.3,Green,Prime Borrowers
C04912,LN295774,63.3,Amber,Near-Prime Borrowers
C04916,LN298295,22.3,Green,Prime Borrowers
C04921,LN376705,10.5,Green,Prime Borrowers
C04923,LN991283,63.1,Amber,Prime Borrowers
C04924,LN704782,66.1,Red,High-Risk Borrowers
C04928,LN162712,14.3,Green,Prime Borrowers
C04931,LN703067,47.2,Amber,Prime Borrowers
C04933,LN834316,14.1,Green,Near-Prime Borrowers
C04935,LN765635,37.9,Amber,Prime Borrowers
C04936,LN611874,13.4,Green,Near-Prime Borrowers
C04937,LN295738,14.3,Green,Prime Borrowers
C04938,LN781819,12.1,Green,Prime Borrowers
C04939,LN542295,40.6,Amber,Prime Borrowers
C04941,LN676252,11.5,Green,Prime Borrowers
C04942,LN413949,37.1,Amber,Prime Borrowers
C04943,LN503172,57.0,Amber,High-Risk Borrowers
C04945,LN201121,63.3,Amber,Prime Borrowers
C04949,LN376241,51.7,Amber,Prime Borrowers
C04950,LN606188,34.3,Green,Near-Prime Borrowers
C04951,LN393729,29.5,Green,Prime Borrowers
C04953,LN231529,12.8,Green,Prime Borrowers
C04959,LN230587,24.3,Green,Near-Prime Borrowers
C04960,LN867221,50.5,Amber,Prime Borrowers
C04961,LN422157,14.0,Green,Near-Prime Borrowers
C04962,LN793498,27.0,Green,Prime Borrowers
C04963,LN813823,17.0,Green,Near-Prime Borrowers
C04964,LN991976,60.5,Amber,High-Risk Borrowers
C04966,LN696414,59.1,Amber,High-Risk Borrowers
C04968,LN293951,47.5,Amber,Prime Borrowers
C04972,LN709606,33.9,Green,Prime Borrowers
C04973,LN714261,60.3,Amber,Prime Borrowers
C04974,LN846733,35.4,Amber,Prime Borrowers
C04975,LN988415,40.7,Amber,High-Risk Borrowers
C04976,LN263099,44.7,Amber,Prime Borrowers
C04977,LN548585,36.6,Amber,Prime Borrowers
C04981,LN592140,21.1,Green,Prime Borrowers
C04982,LN834679,46.9,Amber,Subprime Borrowers
C04983,LN493047,49.9,Amber,Prime Borrowers
C04986,LN867720,10.6,Green,Prime Borrowers
C04989,LN784927,15.9,Green,Near-Prime Borrowers
C04992,LN777440,18.3,Green,Prime Borrowers
C04994,LN370133,10.5,Green,Prime Borrowers
C04995,LN770601,63.0,Amber,High-Risk Borrowers
C04999,LN330543,10.6,Green,Prime Borrowers
