loan_id,customer_id,loan_purpose,requested_amount,approved_amount,loan_tenure_months,interest_rate,emi,emi_to_income_ratio,application_date,risk_score,underwriting_score,default_probability,risk_category,approved,rejection_reason,loan_to_income_ratio,loan_status,defaulted
LN202779,C00186,Personal,879444,704584,24,14.69,34059.23,0.74,2026-01-06,63,37,0.398,High,0,Insufficient Repayment Capacity,1.27,Rejected,0
LN661903,C00187,Personal,50000,40486,36,24.64,1602.02,0.24,2025-11-08,100,0,0.62,High,0,High Risk,0.5,Rejected,0
LN146200,C00188,Business,5549247,4111676,36,9.67,132036.1,1.24,2024-08-08,48,52,0.308,Medium,0,Insufficient Repayment Capacity,3.23,Rejected,0
LN334713,C00189,Business,1137009,868300,48,15.22,24262.38,0.75,2025-04-23,51,49,0.326,High,0,Insufficient Repayment Capacity,2.23,Rejected,0
LN729533,C00190,Business,1524635,1364179,36,9.73,43845.49,1.31,2026-03-06,45,55,0.29,Medium,0,Insufficient Repayment Capacity,3.39,Rejected,0
LN625367,C00191,Education,221559,192848,36,11.86,6392.43,0.41,2026-05-03,75,25,0.47,High,1,N/A,1.03,Active,0
LN835561,C00192,Home Renovation,2389344,2294691,48,10.94,59240.65,0.58,2026-04-16,45,55,0.29,Medium,0,Insufficient Repayment Capacity,1.88,Rejected,0
LN783496,C00193,Vehicle,476122,397145,60,8.47,8142.3,0.11,2024-10-19,30,70,0.2,Medium,1,N/A,0.44,Active,0
LN575601,C00194,Vehicle,1757299,1277509,36,10.73,41660.85,0.85,2025-10-25,71,29,0.446,High,0,Insufficient Repayment Capacity,2.18,Rejected,0
LN248439,C00195,Personal,1135048,932678,24,12.22,44000.28,0.37,2024-12-06,25,75,0.17,Medium,1,N/A,0.65,Active,0
LN385393,C00196,Business,417042,333593,36,14.5,11482.6,0.15,2025-11-04,5,95,0.05,Low,1,N/A,0.35,Active,0
LN187772,C00197,Education,225148,158241,36,10.43,5138.0,0.21,2025-03-21,63,37,0.398,High,1,N/A,0.54,Defaulted,1
LN322668,C00198,Vehicle,5038970,3806191,48,11.84,99932.86,0.72,2025-04-07,61,39,0.386,High,0,Insufficient Repayment Capacity,2.27,Rejected,0
LN921845,C00199,Personal,1009240,808197,36,21.96,30848.69,1.1,2026-04-16,66,34,0.416,High,0,Insufficient Repayment Capacity,2.4,Rejected,0
LN387329,C00200,Home Renovation,6009579,5028235,48,11.17,130372.87,0.9,2026-05-24,51,49,0.326,High,0,Insufficient Repayment Capacity,2.88,Rejected,0
LN975739,C00201,Vehicle,322898,269289,48,10.94,6952.07,0.05,2025-06-02,18,82,0.128,Low,1,N/A,0.17,Closed,0
LN763328,C00202,Business,1475413,1413805,60,12.55,31843.66,0.3,2026-01-04,10,90,0.08,Low,1,N/A,1.13,Closed,0
LN752657,C00203,Medical,184468,178719,36,11.6,5901.94,0.22,2024-11-01,75,25,0.47,High,1,N/A,0.54,Defaulted,1
LN350159,C00204,Education,110543,93045,36,10.58,3027.7,0.57,2025-03-29,71,29,0.446,High,1,N/A,1.46,Defaulted,1
LN226766,C00205,Vehicle,1575511,1339539,36,7.72,41803.47,0.46,2025-06-26,40,60,0.26,Medium,0,Insufficient Repayment Capacity,1.23,Rejected,0
LN882248,C00206,Medical,1078887,1016598,12,13.57,91071.85,0.62,2024-12-10,35,65,0.23,Medium,1,N/A,0.57,Defaulted,1
LN318458,C00207,Business,1434692,1195134,36,11.08,39172.45,0.52,2024-08-14,55,45,0.35,High,1,N/A,1.32,Defaulted,1
LN675513,C00208,Business,1450658,1285440,48,12.69,34287.69,0.73,2025-12-07,63,37,0.398,High,0,Insufficient Repayment Capacity,2.28,Rejected,0
LN729547,C00209,Business,671528,644980,48,10.46,16501.21,0.61,2025-01-21,53,47,0.338,High,0,Insufficient Repayment Capacity,1.97,Rejected,0
LN339067,C00210,Vehicle,927120,698820,36,11.5,23044.29,0.8,2025-04-21,51,49,0.326,High,0,Insufficient Repayment Capacity,2.02,Rejected,0
LN532774,C00211,Business,318150,224705,36,12.75,7544.17,0.06,2025-03-15,18,82,0.128,Low,1,N/A,0.14,Active,0
LN296598,C00212,Personal,3495809,2466436,24,18.16,123325.36,0.84,2026-03-22,43,57,0.278,Medium,0,Insufficient Repayment Capacity,1.4,Rejected,0
LN221516,C00213,Business,994134,760423,60,13.11,17344.81,0.4,2025-11-20,33,67,0.218,Medium,1,N/A,1.45,Active,0
LN586618,C00214,Medical,118216,104249,36,14.26,3576.16,0.07,2026-04-07,28,72,0.188,Medium,1,N/A,0.17,Closed,0
LN437251,C00215,Business,2612899,2045571,36,11.43,67386.68,0.89,2024-08-07,81,19,0.506,High,0,High Risk,2.26,Rejected,0
LN991179,C00216,Home Renovation,121011,100315,60,10.58,2160.14,0.04,2026-02-13,8,92,0.068,Low,1,N/A,0.17,Active,0
LN832758,C00217,Education,214582,199684,48,10.79,5140.6,0.18,2025-06-17,63,37,0.398,High,1,N/A,0.57,Active,0
LN699745,C00218,Personal,50000,39117,24,18.74,1966.9,0.24,2024-08-28,100,0,0.62,High,0,High Risk,0.4,Rejected,0
LN395036,C00219,Business,300000,251079,48,17.87,7358.4,1.3,2024-07-26,100,0,0.62,High,0,High Risk,3.7,Rejected,0
LN669564,C00220,Personal,327510,237375,12,19.24,21902.87,0.33,2026-06-04,15,85,0.11,Low,1,N/A,0.3,Defaulted,1
LN782538,C00221,Personal,370548,324182,24,16.8,15997.16,0.63,2024-06-19,93,7,0.578,High,0,High Risk,1.07,Rejected,0
LN448235,C00222,Education,103095,93161,48,13.45,2520.13,0.24,2025-04-04,80,20,0.5,High,1,N/A,0.73,Closed,0
LN305666,C00223,Home Renovation,1357150,1060687,60,11.03,23077.78,0.41,2025-12-21,65,35,0.41,High,1,N/A,1.58,Closed,0
LN113394,C00224,Vehicle,200000,160339,24,11.06,7477.52,6.32,2024-09-24,100,0,0.62,High,0,High Risk,11.29,Rejected,0
LN819714,C00225,Personal,98590,88877,12,21.6,8301.29,1.13,2024-10-16,93,7,0.578,High,0,High Risk,1.01,Rejected,0
LN590039,C00226,Business,2767559,2382286,60,13.98,55406.93,0.57,2025-11-29,66,34,0.416,High,0,Insufficient Repayment Capacity,2.04,Rejected,0
LN569525,C00227,Vehicle,3172350,3076230,24,10.04,142009.21,1.17,2025-04-30,41,59,0.266,Medium,0,Insufficient Repayment Capacity,2.1,Rejected,0
LN153677,C00228,Medical,333565,263029,24,16.92,12994.64,0.35,2024-06-10,55,45,0.35,High,1,N/A,0.6,Closed,0
LN612961,C00229,Medical,1070648,943845,36,18.95,34573.75,0.88,2025-11-28,53,47,0.338,High,0,Insufficient Repayment Capacity,2.0,Rejected,0
LN905011,C00230,Education,170083,120059,36,11.26,3945.38,0.17,2024-11-11,58,42,0.368,High,1,N/A,0.42,Defaulted,1
LN325327,C00231,Personal,491827,442118,24,20.31,22568.96,0.42,2026-03-29,42,58,0.272,Medium,1,N/A,0.69,Active,0
LN301297,C00232,Business,2372871,1790689,60,12.8,40560.58,0.37,2025-12-13,20,80,0.14,Low,1,N/A,1.37,Closed,0
LN808453,C00233,Home Renovation,2032012,1492404,60,9.0,30979.85,0.53,2026-01-12,68,32,0.428,High,0,Insufficient Repayment Capacity,2.14,Rejected,0
LN291486,C00234,Education,244260,236644,48,13.88,6452.41,0.41,2025-04-04,87,13,0.542,High,0,High Risk,1.24,Rejected,0
LN294492,C00235,Education,183197,147611,48,11.73,3867.62,0.45,2024-08-17,88,12,0.548,High,0,High Risk,1.44,Rejected,0
LN844759,C00236,Business,395893,298534,36,12.49,9985.61,0.14,2024-10-13,35,65,0.23,Medium,1,N/A,0.35,Active,0
LN733273,C00237,Personal,69456,67577,24,20.79,3465.52,0.36,2025-10-16,58,42,0.368,High,1,N/A,0.58,Active,0
LN271925,C00238,Vehicle,2073577,1910141,36,11.28,62789.15,0.59,2025-01-23,60,40,0.38,High,0,Insufficient Repayment Capacity,1.49,Rejected,0
LN177625,C00239,Medical,90132,74149,24,21.9,3843.05,0.19,2025-12-11,80,20,0.5,High,1,N/A,0.3,Active,0
LN691932,C00240,Vehicle,5501868,3934526,60,9.32,82286.7,0.5,2025-06-12,45,55,0.29,Medium,0,Insufficient Repayment Capacity,1.98,Rejected,0
LN444998,C00241,Business,1978006,1591028,48,10.07,40406.09,0.32,2025-08-18,25,75,0.17,Medium,1,N/A,1.05,Active,0
LN915365,C00242,Personal,50000,46256,36,17.89,1669.71,1.33,2025-06-25,100,0,0.62,High,0,High Risk,3.06,Rejected,0
LN836773,C00243,Education,436845,412734,36,13.95,14096.25,0.49,2025-04-22,93,7,0.578,High,0,High Risk,1.2,Rejected,0
LN460702,C00244,Personal,3351860,2412338,24,15.41,117436.65,0.84,2025-12-25,60,40,0.38,High,0,Insufficient Repayment Capacity,1.44,Rejected,0
LN803751,C00245,Education,194686,151396,36,12.67,5077.1,0.2,2025-02-22,95,5,0.59,High,0,High Risk,0.51,Rejected,0
LN953774,C00246,Business,316677,263173,48,14.51,7259.1,0.21,2025-09-08,48,52,0.308,Medium,1,N/A,0.63,Active,0
LN507679,C00247,Vehicle,1929909,1801302,24,11.81,84633.8,0.91,2026-03-06,58,42,0.368,High,0,Insufficient Repayment Capacity,1.62,Rejected,0
LN917359,C00248,Personal,56635,49075,36,19.65,1815.06,0.18,2026-05-03,100,0,0.62,High,0,High Risk,0.4,Rejected,0
LN409600,C00249,Home Renovation,2835991,2471592,60,9.37,51751.15,0.55,2026-05-02,63,37,0.398,High,0,Insufficient Repayment Capacity,2.18,Rejected,0
LN725495,C00250,Personal,253822,247917,24,13.16,11805.07,0.43,2025-04-19,82,18,0.512,High,0,High Risk,0.75,Rejected,0
LN320759,C00251,Medical,1706618,1549914,36,11.05,50778.9,0.74,2025-07-04,30,70,0.2,Medium,1,N/A,1.87,Active,0
LN264065,C00252,Personal,3318739,3204231,12,15.8,290419.45,1.5,2026-01-10,48,52,0.308,Medium,0,Insufficient Repayment Capacity,1.38,Rejected,0
LN365797,C00253,Vehicle,443259,327725,48,11.07,8481.37,0.11,2024-11-27,23,77,0.158,Low,1,N/A,0.36,Closed,0
LN636050,C00254,Personal,53424,52911,24,22.57,2759.84,0.21,2024-08-29,100,0,0.62,High,0,High Risk,0.33,Rejected,0
LN744370,C00255,Personal,342681,315214,12,19.08,29061.08,1.23,2025-08-11,78,22,0.488,High,0,Insufficient Repayment Capacity,1.11,Rejected,0
LN642132,C00256,Home Renovation,1490814,1454990,48,9.83,36783.63,0.85,2026-05-24,43,57,0.278,Medium,0,Insufficient Repayment Capacity,2.79,Rejected,0
LN960064,C00257,Home Renovation,349821,311041,60,11.74,6878.14,0.05,2025-05-10,23,77,0.158,Low,1,N/A,0.18,Defaulted,1
LN922424,C00258,Home Renovation,1969014,1533545,48,11.45,39971.24,0.5,2024-06-23,63,37,0.398,High,0,Insufficient Repayment Capacity,1.58,Rejected,0
LN959597,C00259,Vehicle,1348912,986120,24,8.02,44608.53,0.64,2024-09-25,53,47,0.338,High,1,N/A,1.17,Closed,0
LN350664,C00260,Medical,214998,175653,24,13.57,8397.97,0.15,2026-04-07,30,70,0.2,Medium,1,N/A,0.27,Closed,0
LN715907,C00261,Business,300000,247264,60,16.82,6121.24,0.52,2025-12-17,100,0,0.62,High,0,High Risk,1.74,Rejected,0
LN126617,C00262,Personal,68152,49547,12,17.7,4535.4,0.17,2025-12-04,53,47,0.338,High,1,N/A,0.15,Active,0
LN356794,C00263,Personal,1335550,985436,12,20.61,91573.32,1.58,2025-10-02,30,70,0.2,Medium,0,Insufficient Repayment Capacity,1.42,Rejected,0
LN377028,C00264,Personal,2543190,2474210,24,13.58,118303.63,0.83,2024-07-06,45,55,0.29,Medium,0,Insufficient Repayment Capacity,1.45,Rejected,0
LN131747,C00265,Medical,283310,221993,36,12.23,7397.75,0.37,2024-11-29,43,57,0.278,Medium,1,N/A,0.93,Defaulted,1
LN131144,C00266,Vehicle,2318505,1814326,36,10.0,58543.2,0.45,2024-06-10,52,48,0.332,High,1,N/A,1.17,Closed,0
LN745131,C00267,Medical,853404,824238,36,11.76,27282.11,0.33,2025-04-14,18,82,0.128,Low,1,N/A,0.83,Active,0
LN375187,C00268,Personal,1749280,1308192,24,10.75,60820.27,1.28,2024-08-21,43,57,0.278,Medium,0,Insufficient Repayment Capacity,2.3,Rejected,0
LN981113,C00269,Medical,90476,66754,36,15.61,2334.04,0.41,2025-11-21,70,30,0.44,High,1,N/A,0.97,Closed,0
LN221481,C00270,Home Renovation,3443448,2446030,48,9.51,61463.63,0.51,2024-11-11,30,70,0.2,Medium,1,N/A,1.7,Active,0
LN910468,C00271,Business,1880049,1803704,60,9.67,38031.16,0.6,2024-09-25,53,47,0.338,High,0,Insufficient Repayment Capacity,2.35,Rejected,0
LN337680,C00272,Medical,5847157,5474653,24,19.64,277675.0,2.07,2026-04-25,48,52,0.308,Medium,0,Insufficient Repayment Capacity,3.39,Rejected,0
LN582620,C00273,Business,4672735,4614994,36,14.62,159122.83,1.22,2025-12-22,58,42,0.368,High,0,Insufficient Repayment Capacity,2.95,Rejected,0
LN823158,C00274,Vehicle,6642093,5292402,48,8.16,129600.85,0.54,2025-08-22,55,45,0.35,High,0,Insufficient Repayment Capacity,1.84,Rejected,0
LN405229,C00275,Business,1273248,1167310,60,12.3,26143.48,0.32,2025-03-16,18,82,0.128,Low,1,N/A,1.21,Defaulted,1
LN815916,C00276,Personal,79753,60046,24,15.37,2922.0,0.43,2026-03-06,80,20,0.5,High,1,N/A,0.74,Closed,0
LN527703,C00277,Home Renovation,363019,322327,48,11.19,8360.48,0.12,2025-02-01,28,72,0.188,Medium,1,N/A,0.38,Closed,0
LN911632,C00278,Medical,1504283,1179951,36,11.3,38797.93,0.82,2024-08-30,68,32,0.428,High,0,Insufficient Repayment Capacity,2.09,Rejected,0
LN830897,C00279,Education,436575,394965,60,9.36,8268.0,0.34,2024-10-10,63,37,0.398,High,1,N/A,1.37,Defaulted,1
LN313973,C00280,Medical,465358,434696,24,18.81,21872.32,0.26,2024-09-24,28,72,0.188,Medium,1,N/A,0.42,Active,0
LN747412,C00281,Personal,4862959,4012126,36,15.9,140856.45,0.98,2026-03-15,73,27,0.458,High,0,Insufficient Repayment Capacity,2.33,Rejected,0
LN361043,C00282,Home Renovation,5158182,3776515,48,9.59,95040.3,0.47,2024-07-05,27,73,0.182,Medium,1,N/A,1.54,Closed,0
LN899717,C00283,Education,142556,137413,48,12.58,3657.87,0.18,2025-05-28,58,42,0.368,High,1,N/A,0.55,Closed,0
LN469534,C00284,Education,157807,154072,36,12.85,5180.17,0.49,2024-07-23,93,7,0.578,High,0,High Risk,1.22,Rejected,0
LN220182,C00285,Medical,573184,481553,36,11.84,15957.68,0.23,2025-06-07,20,80,0.14,Low,1,N/A,0.57,Closed,0
LN917061,C00286,Personal,136470,100665,24,18.58,5053.87,0.18,2024-07-10,68,32,0.428,High,1,N/A,0.31,Defaulted,1
LN586292,C00287,Personal,1052045,1010867,24,13.02,48067.96,0.77,2026-05-09,38,62,0.248,Medium,0,Insufficient Repayment Capacity,1.35,Rejected,0
LN268628,C00288,Home Renovation,280669,201260,60,8.73,4151.5,0.07,2025-09-25,15,85,0.11,Low,1,N/A,0.27,Active,0
LN137682,C00289,Home Renovation,2352017,2274281,60,11.48,49994.54,0.44,2025-03-21,25,75,0.17,Medium,1,N/A,1.68,Active,0
LN594566,C00290,Home Renovation,50000,47439,60,10.33,1015.66,0.45,2024-12-13,100,0,0.62,High,0,High Risk,1.76,Rejected,0
LN951959,C00291,Vehicle,3463045,3308386,24,10.97,154150.64,1.06,2025-02-10,25,75,0.17,Medium,0,Insufficient Repayment Capacity,1.89,Rejected,0
LN587445,C00292,Personal,4119861,3884871,24,14.88,188142.96,1.73,2025-10-23,38,62,0.248,Medium,0,Insufficient Repayment Capacity,2.97,Rejected,0
LN515914,C00293,Education,173208,130816,48,9.43,3282.14,0.12,2025-07-27,68,32,0.428,High,1,N/A,0.41,Active,0
LN722786,C00294,Home Renovation,719785,521640,60,8.27,10644.51,0.3,2025-09-07,37,63,0.242,Medium,1,N/A,1.23,Defaulted,1
LN821112,C00295,Vehicle,1630134,1623423,24,9.24,74344.55,0.81,2025-03-28,60,40,0.38,High,0,Insufficient Repayment Capacity,1.48,Rejected,0
LN733696,C00296,Vehicle,3698791,3288682,48,8.54,81122.55,0.62,2025-06-01,68,32,0.428,High,0,Insufficient Repayment Capacity,2.09,Rejected,0
LN370879,C00297,Personal,3872820,3740345,12,23.88,353468.34,2.55,2025-03-12,56,44,0.356,High,0,Insufficient Repayment Capacity,2.25,Rejected,0
LN351286,C00298,Vehicle,804394,732910,60,11.67,16181.22,0.21,2025-05-02,23,77,0.158,Low,1,N/A,0.79,Closed,0
LN704256,C00299,Vehicle,7840565,5582507,48,10.01,141613.61,0.57,2024-12-15,22,78,0.152,Low,1,N/A,1.87,Closed,0
LN547776,C00300,Medical,712770,658077,36,14.4,22619.57,0.61,2026-01-25,73,27,0.458,High,0,Insufficient Repayment Capacity,1.48,Rejected,0
LN153684,C00301,Home Renovation,5646953,5206178,60,11.53,114575.85,0.57,2025-06-23,46,54,0.296,Medium,0,Insufficient Repayment Capacity,2.15,Rejected,0
LN731351,C00302,Vehicle,1576206,1298663,24,9.21,59454.29,1.14,2026-03-09,68,32,0.428,High,0,Insufficient Repayment Capacity,2.08,Rejected,0
LN509492,C00303,Vehicle,481926,338989,24,8.98,15483.51,0.52,2024-07-03,78,22,0.488,High,0,Insufficient Repayment Capacity,0.94,Rejected,0
LN783866,C00304,Vehicle,964789,739367,36,10.07,23881.6,0.53,2024-06-19,68,32,0.428,High,0,Insufficient Repayment Capacity,1.36,Rejected,0
LN369578,C00305,Vehicle,2420142,2192682,60,10.71,47357.72,0.46,2025-01-24,70,30,0.44,High,0,Insufficient Repayment Capacity,1.79,Rejected,0
LN547592,C00306,Home Renovation,1134768,991693,60,9.36,20759.62,0.5,2025-02-17,50,50,0.32,High,1,N/A,1.98,Active,0
LN656747,C00307,Business,4560516,4070225,36,15.18,141454.73,1.08,2024-09-09,41,59,0.266,Medium,0,Insufficient Repayment Capacity,2.59,Rejected,0
LN378477,C00308,Personal,3643050,2795194,12,21.32,260700.54,2.11,2025-05-21,50,50,0.32,High,0,Insufficient Repayment Capacity,1.88,Rejected,0
LN237953,C00309,Business,3852801,3521794,60,13.61,81235.66,0.84,2025-12-05,60,40,0.38,High,0,Insufficient Repayment Capacity,3.03,Rejected,0
LN772588,C00310,Business,506486,457351,36,10.09,14776.76,0.15,2024-07-21,57,43,0.362,High,1,N/A,0.39,Defaulted,1
LN610245,C00311,Personal,51104,40934,24,24.27,2169.75,0.17,2025-03-14,100,0,0.62,High,0,High Risk,0.27,Rejected,0
LN577483,C00312,Business,1027608,876727,60,12.38,19671.08,0.12,2025-11-03,13,87,0.098,Low,1,N/A,0.45,Defaulted,1
LN577518,C00313,Medical,888619,640452,12,15.93,58087.55,0.54,2025-03-27,55,45,0.35,High,1,N/A,0.49,Active,0
LN284741,C00314,Business,932989,873941,60,13.4,20064.25,0.16,2025-07-12,23,77,0.158,Low,1,N/A,0.57,Closed,0
LN535326,C00315,Vehicle,1713478,1546142,60,11.2,33771.29,0.44,2025-01-26,45,55,0.29,Medium,1,N/A,1.68,Defaulted,1
LN547541,C00316,Vehicle,1089341,1053784,48,11.29,27384.24,0.28,2025-12-29,32,68,0.212,Medium,1,N/A,0.89,Closed,0
LN448836,C00317,Medical,2685431,2552887,12,16.53,232266.39,1.83,2024-12-02,30,70,0.2,Medium,0,Insufficient Repayment Capacity,1.68,Rejected,0
LN472342,C00318,Personal,104516,103016,12,23.87,9734.67,0.58,2026-02-08,80,20,0.5,High,1,N/A,0.51,Defaulted,1
LN187711,C00319,Home Renovation,73779,61716,60,8.07,1253.45,0.01,2025-09-26,28,72,0.188,Medium,1,N/A,0.03,Defaulted,1
LN710339,C00320,Medical,195869,143260,12,19.29,13222.19,0.2,2026-03-07,28,72,0.188,Medium,1,N/A,0.18,Defaulted,1
LN138435,C00321,Personal,1974775,1652786,36,19.42,60936.1,0.69,2025-07-11,50,50,0.32,High,0,Insufficient Repayment Capacity,1.56,Rejected,0
LN241639,C00322,Personal,752763,605052,24,20.19,30850.8,0.21,2025-05-25,32,68,0.212,Medium,1,N/A,0.35,Closed,0
LN878365,C00323,Home Renovation,3693824,2725542,48,11.06,70522.5,0.59,2026-02-21,27,73,0.182,Medium,1,N/A,1.9,Defaulted,1
LN459712,C00324,Home Renovation,2365265,2339015,60,11.38,51300.24,0.26,2024-12-28,37,63,0.242,Medium,1,N/A,1.0,Closed,0
LN858281,C00325,Vehicle,229385,183369,48,8.42,4512.81,0.05,2025-03-31,25,75,0.17,Medium,1,N/A,0.18,Closed,0
LN413053,C00326,Medical,5698772,4276296,12,15.11,386193.26,1.59,2025-07-06,43,57,0.278,Medium,0,Insufficient Repayment Capacity,1.47,Rejected,0
LN564450,C00327,Education,149830,134323,48,8.41,3305.13,0.33,2024-12-19,53,47,0.338,High,1,N/A,1.11,Defaulted,1
LN592888,C00328,Personal,327988,288254,12,12.21,25639.35,0.18,2026-03-24,25,75,0.17,Medium,1,N/A,0.17,Active,0
LN297856,C00329,Home Renovation,7603153,5326844,60,9.23,111172.08,0.58,2025-01-25,53,47,0.338,High,0,Insufficient Repayment Capacity,2.33,Rejected,0
LN579171,C00330,Personal,320800,258916,24,17.15,12820.06,0.17,2026-01-24,21,79,0.146,Low,1,N/A,0.28,Closed,0
LN619736,C00331,Home Renovation,3098392,3057594,60,8.1,62143.42,0.57,2025-04-03,50,50,0.32,High,1,N/A,2.35,Defaulted,1
LN924366,C00332,Personal,53712,39579,36,14.71,1366.4,0.15,2025-11-17,46,54,0.296,Medium,1,N/A,0.35,Defaulted,1
LN571703,C00333,Personal,62749,50450,12,13.34,4514.11,0.04,2025-08-07,25,75,0.17,Medium,1,N/A,0.04,Active,0
LN259790,C00334,Vehicle,3300949,3187895,60,10.58,68646.7,0.52,2026-01-12,58,42,0.368,High,0,Insufficient Repayment Capacity,2.01,Rejected,0
LN396843,C00335,Business,934735,842981,48,11.12,21836.44,0.61,2025-03-12,38,62,0.248,Medium,0,Insufficient Repayment Capacity,1.96,Rejected,0
LN934623,C00336,Home Renovation,821063,743743,60,10.73,16070.81,0.18,2024-10-15,48,52,0.308,Medium,1,N/A,0.7,Closed,0
LN779493,C00337,Business,2478647,1796233,48,14.58,49608.92,0.69,2026-04-24,53,47,0.338,High,0,Insufficient Repayment Capacity,2.09,Rejected,0
LN822164,C00338,Business,837430,618459,48,15.88,17489.32,0.36,2026-06-03,25,75,0.17,Medium,1,N/A,1.06,Closed,0
LN920551,C00339,Medical,2745842,2425221,24,14.61,117141.95,0.63,2025-02-03,65,35,0.41,High,0,Insufficient Repayment Capacity,1.08,Rejected,0
LN692171,C00340,Education,239455,187884,48,11.49,4900.79,0.37,2026-04-13,80,20,0.5,High,1,N/A,1.17,Active,0
LN627193,C00341,Personal,405089,355695,12,20.51,33036.51,0.62,2025-03-09,33,67,0.218,Medium,0,Insufficient Repayment Capacity,0.55,Rejected,0
LN846028,C00342,Education,428164,341579,36,8.3,10751.18,0.48,2024-08-25,63,37,0.398,High,1,N/A,1.27,Defaulted,1
LN480365,C00343,Personal,288758,245447,24,20.88,12597.99,0.49,2026-03-23,100,0,0.62,High,0,High Risk,0.8,Rejected,0
LN305863,C00344,Education,118124,105815,48,11.05,2737.41,0.46,2025-10-31,70,30,0.44,High,1,N/A,1.48,Active,0
LN535975,C00345,Education,363536,318076,48,10.26,8107.0,0.4,2026-05-05,82,18,0.512,High,0,High Risk,1.3,Rejected,0
LN331179,C00346,Medical,2150886,1640810,24,16.61,80818.22,0.6,2025-12-17,60,40,0.38,High,0,Insufficient Repayment Capacity,1.02,Rejected,0
LN320468,C00347,Education,193772,148924,48,13.45,4028.6,0.33,2026-01-17,70,30,0.44,High,1,N/A,1.0,Defaulted,1
LN828655,C00348,Vehicle,354643,347770,36,11.35,11443.27,0.08,2026-02-23,20,80,0.14,Low,1,N/A,0.21,Active,0
LN743538,C00349,Home Renovation,1170295,1139926,60,9.54,23962.86,0.18,2026-05-21,30,70,0.2,Medium,1,N/A,0.7,Defaulted,1
LN504327,C00350,Vehicle,2303973,2106474,24,10.79,97972.95,0.66,2025-01-27,70,30,0.44,High,0,Insufficient Repayment Capacity,1.18,Rejected,0
LN185884,C00351,Education,243815,189977,60,11.29,4158.09,0.2,2024-12-16,68,32,0.428,High,1,N/A,0.77,Defaulted,1
LN933152,C00352,Home Renovation,1743487,1462804,48,11.05,37842.46,0.21,2024-11-23,47,53,0.302,Medium,1,N/A,0.67,Active,0
LN883815,C00353,Vehicle,4097065,3056940,36,8.58,96613.43,0.72,2024-06-27,30,70,0.2,Medium,0,Insufficient Repayment Capacity,1.91,Rejected,0
LN509230,C00354,Business,3284358,2636878,48,15.62,74217.68,0.94,2025-12-25,41,59,0.266,Medium,0,Insufficient Repayment Capacity,2.79,Rejected,0
LN180575,C00355,Vehicle,5169220,4824167,60,10.99,104865.02,0.83,2025-09-04,70,30,0.44,High,0,Insufficient Repayment Capacity,3.19,Rejected,0
LN160373,C00356,Business,2036907,1883551,36,12.98,63446.13,0.45,2025-09-07,55,45,0.35,High,0,Insufficient Repayment Capacity,1.11,Rejected,0
LN617669,C00357,Personal,990991,713825,24,16.8,35224.56,0.67,2025-01-02,73,27,0.458,High,0,Insufficient Repayment Capacity,1.14,Rejected,0
LN136942,C00358,Business,1265444,1201839,48,11.82,31542.92,0.29,2024-11-26,8,92,0.068,Low,1,N/A,0.93,Closed,0
LN411665,C00359,Personal,457071,452602,12,12.47,40312.72,0.69,2024-07-20,60,40,0.38,High,0,Insufficient Repayment Capacity,0.64,Rejected,0
LN325265,C00360,Personal,3659681,2899767,36,16.88,103211.51,0.83,2024-07-08,40,60,0.26,Medium,0,Insufficient Repayment Capacity,1.95,Rejected,0
